LEMMA,PART OF SPEECH,DATE OF USE,FREQUENCY BAND NUMBER,DEFINITION,TYPE OF FORMATION,LANGUAGE OF ORIGIN,USAGE,OBSOLESCENCE,REGIONAL ENGLISH,SUBJECT,DOI,OED URL
disdetermine,verb,1651,0,"transitive. To undo that which is determined, to annul.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/3438416564,http://www.oed.com/dictionary/disdetermine_v
heterodogmatize,verb,1651-,0,intransitive to hold or pronounce an opinion…,compound,,,In current use,,,https://doi.org/10.1093/OED/2399084704,http://www.oed.com/dictionary/heterodogmatize_v
pettitoe,verb,1651,0,"transitive. With it: to dance, move about on the toes.",conversion,,,Not in use,,arts/performing arts/dance,https://doi.org/10.1093/OED/8386503147,http://www.oed.com/dictionary/pettitoe_v
pyrergy,noun,1651,0,The action of working in or with fire; heat energy.,borrowing,,,Not in use,,sciences/physical sciences/physics,https://doi.org/10.1093/OED/7304886877,http://www.oed.com/dictionary/pyrergy_n
tantillation,noun,1651,0,A trifling space (of time).,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/9072548153,http://www.oed.com/dictionary/tantillation_n
transtemporation,noun,1651,0,"Intermission of time, delay.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/9349197541,http://www.oed.com/dictionary/transtemporation_n
champkin,noun,a1652-,0,"(Cf. bumpkin, n.¹ 1.)",derivative,,,In current use,,,https://doi.org/10.1093/OED/4992862126,http://www.oed.com/dictionary/champkin_n
fob,noun,a1652-,4,A small pocket formerly made in the waistband of…,unknown,,,In current use,,crafts and trades/costume,https://doi.org/10.1093/OED/9757392520,http://www.oed.com/dictionary/fob_n2
pride money,noun,a1652,0,A tax on ostentation.,compound,,humorous,Not in use,,,https://doi.org/10.1093/OED/1078447657,http://www.oed.com/dictionary/pride-money_n
startle-brain,noun,a1652,0,A thing which upsets the brain.,compound,,,Not in use,,,https://doi.org/10.1093/OED/1036534568,http://www.oed.com/dictionary/startle-brain_n
traitorling,noun,a1652-,0,A petty or contemptible traitor.,derivative,,,In current use,,,https://doi.org/10.1093/OED/4966094624,http://www.oed.com/dictionary/traitorling_n
beatizing,adjective,1652,0,That beatifies or imparts divine or heavenly…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1011765857,http://www.oed.com/dictionary/beatizing_adj
bocardizing,adjective,1652,0,Forming awkward or bad syllogisms; reasoning awkwardly.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6727813215,http://www.oed.com/dictionary/bocardizing_adj
disobstetricate,verb,1652,0,transitive. To reverse the office of a midwife…,derivative,,,Not in use,,sciences/medicine/obstetrics,https://doi.org/10.1093/OED/7708806284,http://www.oed.com/dictionary/disobstetricate_v
effigies,verb,1652,0,"transitive. To portray, picture.",conversion,,,Not in use,,arts/visual arts,https://doi.org/10.1093/OED/9252463727,http://www.oed.com/dictionary/effigies_v
enixibility,noun,1652,0,? Possibility of being brought forth.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/2402986572,http://www.oed.com/dictionary/enixibility_n
fatary,noun,1652,0,"A person who foretells fates; a fortune-teller, a…",derivative,,,Not in use,,,https://doi.org/10.1093/OED/5442287138,http://www.oed.com/dictionary/fatary_n
faticane,noun,1652,0,A person who or thing which foretells; a prophet.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1811214799,http://www.oed.com/dictionary/faticane_n
gausapinal,adjective,1652,0,Made of frieze.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5102824159,http://www.oed.com/dictionary/gausapinal_adj
Israelitize,verb,1652-,0,transitive. To make (someone or something)…,derivative,,,In current use,,,https://doi.org/10.1093/OED/4474942672,http://www.oed.com/dictionary/israelitize_v
jack coat,noun,1652-,0,"†a. Profession, class; cf. coat, n. I.3…",compound,,historical,In current use,,crafts and trades/costume,https://doi.org/10.1093/OED/1163710175,http://www.oed.com/dictionary/jack-coat_n
kirkomanetic,adjective,1652,0,Fervently supportive of the Kirk or Church of Scotland.,derivative,,,Not in use,,religion and belief/religion/Christianity/Scottish Church,https://doi.org/10.1093/OED/4851375784,http://www.oed.com/dictionary/kirkomanetic_adj
logofascinated,adjective,1652-,1,Fascinated by words.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/3576671404,http://www.oed.com/dictionary/logofascinated_adj
logopandocie,noun,1652-,0,Readiness to admit words of all kinds.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/2912202378,http://www.oed.com/dictionary/logopandocie_n
merocracy,noun,1652,0,Government by a small number out of the whole.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/7643452670,http://www.oed.com/dictionary/merocracy_n
modish,"adjective, noun",1652-,4,Of a person: attentive to or following the mode…,derivative,,,In current use,,,https://doi.org/10.1093/OED/4989863689,http://www.oed.com/dictionary/modish_adj
penitissim,adjective,1652,0,Innermost.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1333243558,http://www.oed.com/dictionary/penitissim_adj
philarchaist,noun,1652,0,A person who prefers ancient things to their…,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1173814721,http://www.oed.com/dictionary/philarchaist_n
presultory,adjective,1652,0,"Impetuous, presumptuous.",variant,,,Not in use,,,https://doi.org/10.1093/OED/1212734308,http://www.oed.com/dictionary/presultory_adj
quomodocunquizing,adjective,1652,0,That makes money in any possible way.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/3213027371,http://www.oed.com/dictionary/quomodocunquizing_adj
ridibundal,adjective,1652,0,"Characterized by laughter. Cf. ridibund, adj.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/5006649576,http://www.oed.com/dictionary/ridibundal_adj
schematologetically,adverb,1652-,0,By means of figured language.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7751866277,http://www.oed.com/dictionary/schematologetically_adv
tacturiency,noun,1652,0,The desire of touching.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/7886074867,http://www.oed.com/dictionary/tacturiency_n
thalassometrician,noun,1652-,0,One who measures the sea.,compound,,,In current use,,,https://doi.org/10.1093/OED/5995154944,http://www.oed.com/dictionary/thalassometrician_n
trans-spirit,verb,1652,0,transitive. To convey the spirit of (a thing)…,derivative,,,Not in use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/9116446377,http://www.oed.com/dictionary/trans-spirit_v
tunicled,adjective,1652-,0,Enclosed in or as in a tunicle.,derivative,,,In current use,,,https://doi.org/10.1093/OED/8152202729,http://www.oed.com/dictionary/tunicled_adj
visuriency,noun,1652,0,The desire of seeing.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/8371512700,http://www.oed.com/dictionary/visuriency_n
whippant,adjective,1652-,0,That is frequently whipped.,derivative,,humorous,In current use,,,https://doi.org/10.1093/OED/4881366897,http://www.oed.com/dictionary/whippant_adj
ague-shake,verb,1653,0,transitive to cause (a person) to shake as though…,compound,,,Not in use,,,https://doi.org/10.1093/OED/5431488767,http://www.oed.com/dictionary/ague-shake_v
bollocking,noun,1653-,2,"slang. A severe reprimand, a scolding. Cf…",derivative,,colloquial and slang,In current use,,,https://doi.org/10.1093/OED/2972253212,http://www.oed.com/dictionary/bollocking_n
bounced,adjective,1653-,0,That has bounced or been bounced (in various…,derivative,,,In current use,,sciences/medicine,https://doi.org/10.1093/OED/2554667278,http://www.oed.com/dictionary/bounced_adj
bumdockdousse,noun,1653,0,Apparently: a children's game in which three…,compound,,,Not in use,,sport and leisure/games,https://doi.org/10.1093/OED/5303456921,http://www.oed.com/dictionary/bumdockdousse_n
buskinade,noun,1653,0,A blow given with a buskin.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1055111243,http://www.oed.com/dictionary/buskinade_n
cidentine,adjective,1653-,0,(See quot. 1653.),borrowing,,,In current use,,,https://doi.org/10.1093/OED/8685771276,http://www.oed.com/dictionary/cidentine_adj
comb-feat,noun,1653,0,"‘A dressing or thrashing’ (Davies): cf. comb, v. 3.",compound,,,Not in use,,,https://doi.org/10.1093/OED/5901553712,http://www.oed.com/dictionary/comb-feat_n
crackaret,noun,1653,0,"A fart. Cf. crack, n. I.1.",derivative,,,Not in use,,sciences/medicine/anatomy,https://doi.org/10.1093/OED/8351234510,http://www.oed.com/dictionary/crackaret_n
decrott,verb,1653,0,"transitive. To clean from dirt, remove dirt from.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/5829206469,http://www.oed.com/dictionary/decrott_v
dispersuasion,noun,1653,0,Want of persuasion or feeling of certainty.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7031782824,http://www.oed.com/dictionary/dispersuasion_n
goblet-office,noun,1653,0,A place for storing wine and other alcoholic drinks.,compound,,,Not in use,,consumables/drink/wine,https://doi.org/10.1093/OED/6120191731,http://www.oed.com/dictionary/goblet-office_n
gum-didder,noun,1653-,0,The quivering or shivering of the gums (cf…,compound,,,In current use,,,https://doi.org/10.1093/OED/4411295800,http://www.oed.com/dictionary/gum-didder_n
impaletocked,adjective,1653,0,"Rendering French empaletoqué ‘muffled, or lapt vp…",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/2223058460,http://www.oed.com/dictionary/impaletocked_adj
intronificate,verb,1653,0,transitive. To enthrone.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/8022624479,http://www.oed.com/dictionary/intronificate_v
kingfish,noun,1653-,3,A name given to various fishes… Chiefly U.S…,compound,,,In current use,North American English/U.S. English,sciences/life sciences/animals/fish,https://doi.org/10.1093/OED/4407688496,http://www.oed.com/dictionary/kingfish_n
lambdoidal,adjective,1653-,3,"Anatomy. lambdoidal suture (†commissure), the…",derivative,,,In current use,,sciences/medicine/anatomy,https://doi.org/10.1093/OED/9229716160,http://www.oed.com/dictionary/lambdoidal_adj
long-little,noun,1653,0,A long discussion that has little substance.,compound,,,Not in use,,,https://doi.org/10.1093/OED/1476539402,http://www.oed.com/dictionary/long-little_n
owlby,noun,1653,0,derogatory. Obsolete. Apparently: a person who resembles an owl.,derivative,,derogatory,Not in use,,,https://doi.org/10.1093/OED/4674620861,http://www.oed.com/dictionary/owlby_n
paraster,noun,1653,0,"A (supposed) image of a star, analogous to a…",borrowing,,,Not in use,,sciences/physical sciences/astronomy,https://doi.org/10.1093/OED/9975167672,http://www.oed.com/dictionary/paraster_n
pipe vein,noun,1653-,1,†a. A vein of the body (obsolete (apparently an…,compound,,,In current use,,"manufacturing and industry/mining, sciences/physical sciences/earth sciences/geology",https://doi.org/10.1093/OED/9566714609,http://www.oed.com/dictionary/pipe-vein_n
pot-proof-armour,noun,1653,0,Liquor as a source of bravery or courage.,compound,,,Not in use,,,https://doi.org/10.1093/OED/7370213992,http://www.oed.com/dictionary/pot-proof-armour_n
prestolate,verb,1653,0,transitive. To await.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/4067415559,http://www.oed.com/dictionary/prestolate_v
tipplage,noun,1653,0,"Intoxicating drink generally, tipple.",derivative,,,Not in use,,consumables/drink,https://doi.org/10.1093/OED/8394647993,http://www.oed.com/dictionary/tipplage_n
tradentine,adjective,1653,0,Situated beyond or outside the teeth.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/2355114776,http://www.oed.com/dictionary/tradentine_adj
wipard,noun,1653,0,An article for wiping.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7688482171,http://www.oed.com/dictionary/wipard_n
cataphysics,noun,1654,0,plural (see quot. 1654).,derivative,,,Not in use,,,https://doi.org/10.1093/OED/8366884206,http://www.oed.com/dictionary/cataphysics_n
Christo-crucian,noun,1654,0,A follower or worshipper of the crucified Christ…,,,,Not in use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/2803451872,http://www.oed.com/dictionary/christo-crucian_n
co-regnation,noun,1654,0,A period of joint rule.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7156277782,http://www.oed.com/dictionary/co-regnation_n
cornucopious,adjective,1654,0,"(Cf. cornucopia, n. d.)",derivative,,,Not in use,,,https://doi.org/10.1093/OED/1594979559,http://www.oed.com/dictionary/cornucopious_adj
disrump,verb,1654-,0,transitive. To deprive of the rump.,derivative,,,In current use,,,https://doi.org/10.1093/OED/8540211130,http://www.oed.com/dictionary/disrump_v2
disthatch,verb,1654,0,transitive. To deprive of thatch (in quot. 1654…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1077577760,http://www.oed.com/dictionary/disthatch_v
husbandically,adverb,1654,0,With regard to a husband.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2884962045,http://www.oed.com/dictionary/husbandically_adv
instabulation,noun,1654,0,Installment as in a stable.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/7428831856,http://www.oed.com/dictionary/instabulation_n
jowl,verb,1654,0,transitive. To place ‘cheek by jowl’.,conversion,,,Not in use,,,https://doi.org/10.1093/OED/5043224014,http://www.oed.com/dictionary/jowl_v3
martyrago,noun,1654,0,A female martyr.,compound,,humorous,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/1146203565,http://www.oed.com/dictionary/martyrago_n
momize,verb,1654,0,"intransitive. To find fault; to criticize, censure.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/3235258868,http://www.oed.com/dictionary/momize_v
pew-dish,noun,1654,0,A dish passed or placed among the pews in a…,compound,,disparaging,Not in use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/1073531678,http://www.oed.com/dictionary/pew-dish_n
pythonizing,noun,1654,0,An act of ventriloquizing (apparently used of the…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1067463139,http://www.oed.com/dictionary/pythonizing_n
reincense,verb,1654,0,transitive. To offer incense before (a person)…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3248187086,http://www.oed.com/dictionary/reincense_v2
surcingling,noun,1654,0,A flogging with a surcingle.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/8638788754,http://www.oed.com/dictionary/surcingling_n
transcendiary,noun,1654,0,"A transcendent person or thing; in quot. 1654, an…",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/3481073299,http://www.oed.com/dictionary/transcendiary_n
well-to-passer,noun,1654,0,A person of high social status.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2981407231,http://www.oed.com/dictionary/well-to-passer_n
whimseycado,noun,1654,0,(?) A whim.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/9524028328,http://www.oed.com/dictionary/whimseycado_n
wittee,noun,1654,0,A wife whose adultery was forced upon her by her…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1393703936,http://www.oed.com/dictionary/wittee_n
como-graphy,noun,1655-,0,(See quot. 1655.),borrowing,,,In current use,,,https://doi.org/10.1093/OED/9181386557,http://www.oed.com/dictionary/como-graphy_n
conversioner,noun,1655,0,A writer on conversion.,derivative,,,Not in use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/1189315321,http://www.oed.com/dictionary/conversioner_n
delignate,verb,1655,0,transitive. To remove wood or trees from (a place).,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/3548543971,http://www.oed.com/dictionary/delignate_v
handmaid,verb,1655-,2,transitive. To act as a handmaid to (a person or…,conversion,,,In current use,,,https://doi.org/10.1093/OED/2234724378,http://www.oed.com/dictionary/handmaid_v
man-case,noun,1655,0,A body.,compound,,,Not in use,,,https://doi.org/10.1093/OED/1206136132,http://www.oed.com/dictionary/man-case_n
metheglinist,noun,1655,0,A brewer of metheglin.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6214532000,http://www.oed.com/dictionary/metheglinist_n
Momusite,noun,1655,0,A supposed follower of Momus; a person who…,proper name,,,Not in use,,,https://doi.org/10.1093/OED/1100388543,http://www.oed.com/dictionary/momusite_n
polyphone,noun,1655-,2,Phonetics. A written character having more than…,borrowing,,,In current use,,"arts/performing arts/music, language/linguistics/phonetics",https://doi.org/10.1093/OED/5649159921,http://www.oed.com/dictionary/polyphone_n
Scotiety,noun,1655,0,The essential qualities of John Duns Scotus. See…,proper name,,humorous,Not in use,,,https://doi.org/10.1093/OED/7920555719,http://www.oed.com/dictionary/scotiety_n
excutifidian,noun,a1656-,0,‘One who believes that saving faith or grace can…,borrowing,,,In current use,,religion and belief/religion,https://doi.org/10.1093/OED/1153989046,http://www.oed.com/dictionary/excutifidian_n
over-word,verb,a1656,0,transitive (reflexive). To express oneself too wordily.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9070839329,http://www.oed.com/dictionary/over-word_v
dissynagogue,verb,1656-,0,transitive. To punish by casting out of the synagogue.,derivative,,,In current use,,"religion and belief/religion/Christianity, religion and belief/religion/Judaism",https://doi.org/10.1093/OED/4238958325,http://www.oed.com/dictionary/dissynagogue_v
drollerical,adjective,1656-,0,Comical.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1015531137,http://www.oed.com/dictionary/drollerical_adj
elliptical,adjective,1656-,5,Grammar. Of sentences and phrases: Defective…,derivative,,,In current use,,language/linguistics/grammar,https://doi.org/10.1093/OED/9902023647,http://www.oed.com/dictionary/elliptical_adj
Infanto-mastix,noun,1656-,0,"A name given to St Augustine, in allusion to his…",compound,,,In current use,,,https://doi.org/10.1093/OED/5874463790,http://www.oed.com/dictionary/infanto-mastix_n
infinite,verb,1656-,3,transitive. To render infinite; to infinitate.,conversion,,,In current use,,,https://doi.org/10.1093/OED/6879221728,http://www.oed.com/dictionary/infinite_v
magnificent,verb,1656,0,transitive. To make or proclaim great.,conversion,,,Not in use,,,https://doi.org/10.1093/OED/9960898727,http://www.oed.com/dictionary/magnificent_v
margaritiferous,adjective,1656-1887,0,Of a bivalve mollusc: that yields pearls. Of a…,borrowing,,,Not in use,,sciences/life sciences/animals/invertebrates/shells and shellfish,https://doi.org/10.1093/OED/5962401729,http://www.oed.com/dictionary/margaritiferous_adj
olivity,noun,1656,0,The time at which olives are harvested and…,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/6471457325,http://www.oed.com/dictionary/olivity_n
owl,verb,1656-,3,intransitive. U.S. regional. To imitate the…,conversion,,,In current use,North American English/U.S. English,sciences/life sciences/animals/birds,https://doi.org/10.1093/OED/3213006817,http://www.oed.com/dictionary/owl_v
podometry,noun,1656-93,0,a. Measurement using the feet (rare); b. humorous…,compound,,humorous,Not in use,,technology/measurement,https://doi.org/10.1093/OED/2888107780,http://www.oed.com/dictionary/podometry_n
positive,verb,1656-1894,0,"transitive. To affirm positively, assert.",conversion,,,Not in use,,technology/photography,https://doi.org/10.1093/OED/5574083897,http://www.oed.com/dictionary/positive_v
presentialist,noun,1656,0,"A believer in the Real Presence; see real presence, n.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/1224118357,http://www.oed.com/dictionary/presentialist_n
stratiote,noun,1656-,3,Chiefly Ancient History. A Greek soldier. rare.,borrowing,,,In current use,,"history/ancient history, military",https://doi.org/10.1093/OED/6162473094,http://www.oed.com/dictionary/stratiote_n
superordinanced,adjective,1656,0,Of a person: that has rejected or refused to…,derivative,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/1191262940,http://www.oed.com/dictionary/superordinanced_adj
syllabize,verb,1656-,2,transitive. To form or divide into syllables; to…,borrowing,,,In current use,,language/linguistics/phonetics,https://doi.org/10.1093/OED/4870012487,http://www.oed.com/dictionary/syllabize_v
blanket love,noun,a1657,0,Illicit love outside of marriage.,compound,,,Not in use,,,https://doi.org/10.1093/OED/4078647958,http://www.oed.com/dictionary/blanket-love_n
immodish,adjective,a1657,0,Not according to the mode; unfashionable.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/8982932248,http://www.oed.com/dictionary/immodish_adj
corantoly,adverb,1657,0,In the style of a coranto.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4180105436,http://www.oed.com/dictionary/corantoly_adv
de-ample,verb,1657,0,"To deprive of amplitude, belittle.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/6574361221,http://www.oed.com/dictionary/de-ample_v
digitate,verb,1657-1859,0,intransitive. To indicate or determine a direction.,borrowing,,,Not in use,,"sciences/life sciences/animals, sciences/life sciences/plants",https://doi.org/10.1093/OED/3544796684,http://www.oed.com/dictionary/digitate_v
dismagn,verb,1657,0,transitive. To deprive of greatness.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/7359172159,http://www.oed.com/dictionary/dismagn_v
pie,verb,1657,0,transitive. To repeat like a magpie.,conversion,,,Not in use,,,https://doi.org/10.1093/OED/2463260262,http://www.oed.com/dictionary/pie_v2
saintage,noun,1657,0,Honour (done) as to a saint.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1602011031,http://www.oed.com/dictionary/saintage_n
study-man,noun,1657,0,A man who engages in study; a scholar (as opposed…,compound,,,Not in use,,,https://doi.org/10.1093/OED/3991618018,http://www.oed.com/dictionary/study-man_n
tapery,noun,1657,0,Tape and the like.,derivative,,,Not in use,,crafts and trades/textiles,https://doi.org/10.1093/OED/6372726704,http://www.oed.com/dictionary/tapery_n
Whig,"noun, adjective",1657-,5,"A member, supporter, or representative of the…",shortening,,historical,In current use,,politics/British politics,https://doi.org/10.1093/OED/3090159447,http://www.oed.com/dictionary/whig_n2
metropolize,verb,a1658-1815,0,transitive. Perhaps: to concentrate in one place.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4612411480,http://www.oed.com/dictionary/metropolize_v
bastardry,verb,1658,0,transitive. To declare or render illegitimate; =…,conversion,,,Not in use,,,https://doi.org/10.1093/OED/4513789136,http://www.oed.com/dictionary/bastardry_v
earal,adjective,1658,0,"Concerned with the ear, or that which is heard.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/5658555350,http://www.oed.com/dictionary/earal_adj
experiential,adjective,1658-,5,Of or relating to experience; (also) involving or…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/4741772653,http://www.oed.com/dictionary/experiential_adj
movership,noun,1658,0,Only in first movership n. the position or office…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6792073643,http://www.oed.com/dictionary/movership_n
parakeetism,noun,1658,0,An example of speaking without understanding what…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1697882576,http://www.oed.com/dictionary/parakeetism_n
water-wit,noun,1658-,1,†a. (Perhaps) a person with only water for wits…,compound,,historical,In current use,,,https://doi.org/10.1093/OED/1007872400,http://www.oed.com/dictionary/water-wit_n
buzzardism,noun,1659-,0,Conduct resembling that of the buzzard; cowardice.,derivative,,,In current use,,,https://doi.org/10.1093/OED/8825496032,http://www.oed.com/dictionary/buzzardism_n
catapresbyter,noun,1659,0,A presbyter catachrestically so called; or an…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9425552850,http://www.oed.com/dictionary/catapresbyter_n
celibate,verb,1659-,3,"transitive. To restrain from marriage, compel to…",conversion,,,In current use,,,https://doi.org/10.1093/OED/5067041571,http://www.oed.com/dictionary/celibate_v
chapelizing,noun,1659,0,The establishment of a place as a chapel.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4136867591,http://www.oed.com/dictionary/chapelizing_n
compope,noun,1659,0,"A fellow-pope, a colleague in the papal office.",derivative,,,Not in use,,religion and belief/religion/Christianity/Roman Catholic Church,https://doi.org/10.1093/OED/1161696009,http://www.oed.com/dictionary/compope_n
decognize,verb,1659,0,transitive. To cease or fail to recognize.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/8248601210,http://www.oed.com/dictionary/decognize_v
dissimilies,noun,1659,0,With plural agreement. Dissimilar things; things…,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/4120646125,http://www.oed.com/dictionary/dissimilies_n
duopolize,verb,1659,0,transitive. To engross between two.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/5493715833,http://www.oed.com/dictionary/duopolize_v
intailed,adjective,1659,0,Joined by the tails (with allusion to Judges xv. 4).,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9700533919,http://www.oed.com/dictionary/intailed_adj
inunderstanding,adjective,1659,0,Not understanding; without apprehension.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5566126941,http://www.oed.com/dictionary/inunderstanding_adj
male-fidian,noun,1659,0,A misbeliever.,borrowing,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/1078867304,http://www.oed.com/dictionary/male-fidian_n
misepiscopist,noun,1659,0,A hater of bishops.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1198294583,http://www.oed.com/dictionary/misepiscopist_n
polycephalist,noun,1659,0,A person who has many heads. In quot. figurative…,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/2915758712,http://www.oed.com/dictionary/polycephalist_n
sing-sing,noun,1659-,2,A singing or ringing sound.,imitative,,,In current use,,,https://doi.org/10.1093/OED/3770230913,http://www.oed.com/dictionary/sing-sing_n1
uncritical,"adjective, noun",1659-,5,Lacking good judgement; undiscriminating…,derivative,,,In current use,,,https://doi.org/10.1093/OED/6137055125,http://www.oed.com/dictionary/uncritical_adj
aequaliform,adjective,1660,0,"Having a uniform, constant, or indivisible form.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/4668024722,http://www.oed.com/dictionary/aequaliform_adj
clericality,noun,1660-,1,"The characteristics, position, or status of…",derivative,,,In current use,,religion and belief/religion,https://doi.org/10.1093/OED/9831429666,http://www.oed.com/dictionary/clericality_n
collectable,"adjective, noun",1660-,3,"Of an object, work of art, etc.: worth…",derivative,,,In current use,,,https://doi.org/10.1093/OED/7977678249,http://www.oed.com/dictionary/collectable_adj
coronated,adjective,1660-,3,Conchology. Of (part of) the spiral shell of a…,borrowing,,,In current use,,sciences/life sciences,https://doi.org/10.1093/OED/1201644266,http://www.oed.com/dictionary/coronated_adj
earmarking,noun,1660-,3,The practice of marking a sheep or other animal…,derivative,,,In current use,,,https://doi.org/10.1093/OED/3304289830,http://www.oed.com/dictionary/earmarking_n
episcopomastix,noun,1660-,0,A person who attacks the system of episcopal…,borrowing,,,In current use,,religion and belief/religion/Christianity/ecclesiastical,https://doi.org/10.1093/OED/5539343948,http://www.oed.com/dictionary/episcopomastix_n
manu-tract,noun,1660,0,Something traced by hand.,borrowing,,,Not in use,,arts/visual arts/painting and drawing/drawing,https://doi.org/10.1093/OED/4778900602,http://www.oed.com/dictionary/manu-tract_n
prefermentary,noun,1660,0,"A recipient of a preferment (preferment, n. II.5).",derivative,,,Not in use,,,https://doi.org/10.1093/OED/6272632841,http://www.oed.com/dictionary/prefermentary_n
tactility,noun,1660-,3,The quality or condition of being tactile.,derivative,,,In current use,,,https://doi.org/10.1093/OED/4811267527,http://www.oed.com/dictionary/tactility_n
talpify,verb,1660-,0,(transitive) to make mole-like (in allusive use).,compound,,allusive,In current use,,,https://doi.org/10.1093/OED/2866109240,http://www.oed.com/dictionary/talpify_v
unlycanthropize,verb,1660,0,transitive. To change (a person who has been…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9004251534,http://www.oed.com/dictionary/unlycanthropize_v
earth hunger,noun,a1661-,2,Desire to possess land; greed for territory.,compound,,,In current use,,,https://doi.org/10.1093/OED/9821451840,http://www.oed.com/dictionary/earth-hunger_n
fountainlet,noun,a1661-,0,A little fountain.,derivative,,,In current use,,,https://doi.org/10.1093/OED/6291487503,http://www.oed.com/dictionary/fountainlet_n
nimble-tail,noun,a1661,0,A fish mentioned by Juvenal (perhaps a kind of…,,,,Not in use,,sciences/life sciences/animals/fish,https://doi.org/10.1093/OED/1077544500,http://www.oed.com/dictionary/nimble-tail_n
palatinate,verb,a1661,0,transitive. To make into a palatinate or county…,conversion,,,Not in use,,,https://doi.org/10.1093/OED/1684570405,http://www.oed.com/dictionary/palatinate_v
postferment,noun,a1661,0,Removal to an inferior office. Opposed to preferment.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5726548996,http://www.oed.com/dictionary/postferment_n
postvide,verb,a1661,0,intransitive (with against) to make provision for…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3836532897,http://www.oed.com/dictionary/postvide_v
