LEMMA,PART OF SPEECH,DATE OF USE,FREQUENCY BAND NUMBER,DEFINITION,TYPE OF FORMATION,LANGUAGE OF ORIGIN,USAGE,OBSOLESCENCE,REGIONAL ENGLISH,SUBJECT,DOI,OED URL
Daedalist,noun,1713-,0,An imitator of Dædalus.,proper name,,,In current use,,,https://doi.org/10.1093/OED/5685405088,http://www.oed.com/dictionary/daedalist_n
dimpler,noun,1713-,1,A person who has dimples on their cheeks when…,derivative,,,In current use,,,https://doi.org/10.1093/OED/8918533546,http://www.oed.com/dictionary/dimpler_n
offivorous,adjective,1713,0,Offal-eating.,compound,,,Not in use,,,https://doi.org/10.1093/OED/1767285218,http://www.oed.com/dictionary/offivorous_adj
rat,verb,1713,0,"intransitive. = rattle, v.¹ 2b.",imitative,,,Not in use,,sciences/life sciences/animals,https://doi.org/10.1093/OED/1537140221,http://www.oed.com/dictionary/rat_v4
stay-time,noun,1713,0,? something to arrest the flight of time.,compound,,,Not in use,,,https://doi.org/10.1093/OED/1039550695,http://www.oed.com/dictionary/stay-time_n
punctilioship,noun,1714,0,"Observance of niceties, punctiliousness.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/7927276994,http://www.oed.com/dictionary/punctilioship_n
breast-beater,noun,1715-,2,A person who is given to exaggerated…,compound,,,In current use,,,https://doi.org/10.1093/OED/6638971237,http://www.oed.com/dictionary/breast-beater_n
necrodialogistical,adjective,1715,0,Consisting of dialogues of the dead.,compound,,,Not in use,,arts/literature,https://doi.org/10.1093/OED/8406346019,http://www.oed.com/dictionary/necrodialogistical_adj
pad-ram,noun,1715,0,A good-tempered ram.,compound,,,Not in use,,,https://doi.org/10.1093/OED/9028723700,http://www.oed.com/dictionary/pad-ram_n
syncopist,noun,1715-,0,One who syncopates a word; spec. one who omits…,derivative,,,In current use,,,https://doi.org/10.1093/OED/6630796000,http://www.oed.com/dictionary/syncopist_n
nigricanting,adjective,?1715,0,That blackens (figurative in quot. 1715).,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/4560095254,http://www.oed.com/dictionary/nigricanting_adj
hypocycle,noun,1716-,0,"(See quot. 1716, and cf. epicycle, n.).",derivative,,,In current use,,,https://doi.org/10.1093/OED/5828397628,http://www.oed.com/dictionary/hypocycle_n
secularist,noun,1716-,4,An adherent of secularism.,derivative,,,In current use,,"philosophy, religion and belief/religion",https://doi.org/10.1093/OED/1146376183,http://www.oed.com/dictionary/secularist_n
shamster,noun,1716,0,"A shammer, impostor.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/3471620245,http://www.oed.com/dictionary/shamster_n
tawder,verb,1716,0,transitive. To deck out in tawdry garments.,backformation,,,Not in use,,,https://doi.org/10.1093/OED/7098238587,http://www.oed.com/dictionary/tawder_v
whiskerer,noun,1717-,0,A man who wears whiskers.,derivative,,,In current use,,,https://doi.org/10.1093/OED/9066245498,http://www.oed.com/dictionary/whiskerer_n
beator,noun,1719,0,A person who hits or beats another. Contrasted…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9738842297,http://www.oed.com/dictionary/beator_n
butter bowzy,adjective,1719,0,Designating a Dutchman.,compound,,,Not in use,,,https://doi.org/10.1093/OED/8216950845,http://www.oed.com/dictionary/butter-bowzy_adj
constability,noun,1719-,0,The office of constable; constableship.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/3441535044,http://www.oed.com/dictionary/constability_n
what-like,adjective,1719-,0,interrogative. Of what appearance or aspect; of…,,,archaic,In current use,,,https://doi.org/10.1093/OED/1175251833,http://www.oed.com/dictionary/what-like_adj
proximiority,noun,1720,0,The fact of being nearer; greater proximity.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1072127504,http://www.oed.com/dictionary/proximiority_n
cramp spider,noun,1721,0,An insect that stands and runs on the surface of…,compound,,,Not in use,,"sciences/life sciences/animals/invertebrates/insects, sport and leisure/sport/winter sports/skating",https://doi.org/10.1093/OED/5852622009,http://www.oed.com/dictionary/cramp-spider_n
tan-tin,noun,1721,0,Imitation of the sound of a bell: in quot. adverbial.,imitative,,,Not in use,,arts/performing arts/music,https://doi.org/10.1093/OED/1110770620,http://www.oed.com/dictionary/tan-tin_n
infinituple,adjective,1722-,0,Infinitely as much or many; an infinite number of…,borrowing,,,In current use,,sciences/mathematics,https://doi.org/10.1093/OED/8207940722,http://www.oed.com/dictionary/infinituple_adj
whisker,noun,1723,0,A whist-player.,derivative,,,Not in use,,sport and leisure/games/cards/whist,https://doi.org/10.1093/OED/7315037530,http://www.oed.com/dictionary/whisker_n2
cantata,noun,1724-,4,"Originally, a narrative in verse set to…",borrowing,,,In current use,,arts/performing arts/music,https://doi.org/10.1093/OED/9532340491,http://www.oed.com/dictionary/cantata_n
septime,noun,1725-,2,"A seventh (seventh, n. C.3). Also as a modifier…",borrowing,,,In current use,,arts/performing arts/music,https://doi.org/10.1093/OED/2902027373,http://www.oed.com/dictionary/septime_n1
surpassed,adjective,1725,0,Bygone.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9981621477,http://www.oed.com/dictionary/surpassed_adj
Whiggissimi,noun,1725-1832,0,Whigs whose commitment to Whig principles is…,derivative,,"disparaging, humorous",Not in use,,politics/British politics,https://doi.org/10.1093/OED/1129106010,http://www.oed.com/dictionary/whiggissimi_n
possessionist,noun,1726,0,A person who claims knowledge of or familiarity…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4074394744,http://www.oed.com/dictionary/possessionist_n
taurize,verb,1727,0,"intransitive. To play the bull, to take the form…",borrowing,,,Not in use,,religion and belief/mythology/classical mythology,https://doi.org/10.1093/OED/8092188492,http://www.oed.com/dictionary/taurize_v
trading-peopled,adjective,1727,0,Inhabited by people engaged in trade or commerce.,compound,,,Not in use,,,https://doi.org/10.1093/OED/3356886858,http://www.oed.com/dictionary/trading-peopled_adj
deprivado,noun,1728,0,A person who has been deprived (of office…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/3609293626,http://www.oed.com/dictionary/deprivado_n
syllabic,"adjective, noun",1728-,4,"Of, pertaining or relating to, a syllable or syllables.",borrowing,,,In current use,,language/linguistics/phonetics,https://doi.org/10.1093/OED/6610956402,http://www.oed.com/dictionary/syllabic_adj
detonate,verb,1729-,4,intransitive. To produce a loud noise by the…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/9734657054,http://www.oed.com/dictionary/detonate_v
half-jack,noun,1729-,1,South African. A half-bottle (now 375…,compound,,,In current use,African English/South African English,,https://doi.org/10.1093/OED/1186679411,http://www.oed.com/dictionary/half-jack_n2
unpindarical,adjective,1729,0,Not Pindaric: unlike Pindar in style or character.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1584226694,http://www.oed.com/dictionary/unpindarical_adj
Annist,noun,1730,0,In the 18th century: a supporter of Queen Anne.,proper name,,,Not in use,,politics/British politics,https://doi.org/10.1093/OED/3873478482,http://www.oed.com/dictionary/annist_n
carnivoracity,noun,1730-,1,Appetite for flesh.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/3256104682,http://www.oed.com/dictionary/carnivoracity_n
Thomisticate,verb,1730-,0,(intransitive) to argue or discourse in the…,derivative,,,In current use,,,https://doi.org/10.1093/OED/3097336232,http://www.oed.com/dictionary/thomisticate_v
tip-top-gallant,adjective,1730-,0,Of superlatively high rank or quality.,compound,,colloquial and slang,In current use,,,https://doi.org/10.1093/OED/5924368671,http://www.oed.com/dictionary/tip-top-gallant_adj
travature,noun,1730,0,"A joist. Cf. trave, n. 2.",borrowing,,,Not in use,,manufacturing and industry/building,https://doi.org/10.1093/OED/2302560134,http://www.oed.com/dictionary/travature_n
topscript,noun,1731-,0,Something written at the top of a letter.,compound,,,In current use,,,https://doi.org/10.1093/OED/1545493305,http://www.oed.com/dictionary/topscript_n
memorandum head,noun,1732-,0,†a. A good head for making mental notes; b…,compound,,,In current use,,"crafts and trades/printing and typography, economics and commerce",https://doi.org/10.1093/OED/6781790810,http://www.oed.com/dictionary/memorandum-head_n
bethel,verb,a1734-,1,(See quot. 1734.),proper name,,,In current use,,,https://doi.org/10.1093/OED/1072235176,http://www.oed.com/dictionary/bethel_v
climacterian,noun,a1734,0,A person who uses the rhetorical device of climax…,derivative,,,Not in use,,arts/literature/rhetoric,https://doi.org/10.1093/OED/6653664018,http://www.oed.com/dictionary/climacterian_n
declinant,"adjective, noun",a1734-,2,Declining.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/6402306472,http://www.oed.com/dictionary/declinant_adj
latifundian,adjective,a1734-,2,Possessing large estates.,derivative,,,In current use,,,https://doi.org/10.1093/OED/2074519953,http://www.oed.com/dictionary/latifundian_adj
coxcomb bird,noun,1734,0,A parrot.,compound,,,Not in use,,sciences/life sciences/animals/birds,https://doi.org/10.1093/OED/7946431897,http://www.oed.com/dictionary/coxcomb-bird_n
Pierrotism,noun,1734,0,The movements or behaviour used to express the…,derivative,,,Not in use,,arts/performing arts/theatre,https://doi.org/10.1093/OED/3194552916,http://www.oed.com/dictionary/pierrotism_n
Spaniardship,noun,1734,0,Used as a (mock) title of respect in speaking to…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4928044909,http://www.oed.com/dictionary/spaniardship_n
vox pop,noun,1735-,3,The voice of the people; esp. (a) the views or…,shortening,,colloquial and slang,In current use,,"manufacturing and industry/publishing and the book trade/journalism, technology/telecommunications/broadcasting",https://doi.org/10.1093/OED/2259694225,http://www.oed.com/dictionary/vox-pop_n
aleing,noun,c1736-,1,English regional (south-eastern). A social…,derivative,,historical,In current use,Britain and Ireland/British English/English regional/English regional (southern)/English regional (south-eastern),,https://doi.org/10.1093/OED/6591807187,http://www.oed.com/dictionary/aleing_n
meist,noun,1737-,4,An egotist.,derivative,,,In current use,,,https://doi.org/10.1093/OED/2517831123,http://www.oed.com/dictionary/meist_n
not wellish,adjective,1737,0,Somewhat unwell.,derivative,,,Not in use,,sciences/medicine,https://doi.org/10.1093/OED/8734154179,http://www.oed.com/dictionary/not-wellish_adj
shallop,verb,1737-,1,intransitive. To sail or row in a shallop.,conversion,,,In current use,,transport/nautical,https://doi.org/10.1093/OED/5667999297,http://www.oed.com/dictionary/shallop_v
shellery,noun,1737-,0,A depreciatory name for: A grotto.,derivative,,,In current use,,agriculture and horticulture/horticulture,https://doi.org/10.1093/OED/9209476797,http://www.oed.com/dictionary/shellery_n
snob,"noun, adjective",1737-,4,A person who strives to be recognized as having…,unknown,,,In current use,,,https://doi.org/10.1093/OED/9290783874,http://www.oed.com/dictionary/snob_n1
engineer,verb,1738-,6,transitive. To use specialized knowledge or…,conversion,,,In current use,,,https://doi.org/10.1093/OED/1077319311,http://www.oed.com/dictionary/engineer_v
glue stick,noun,1738-,3,"A stick of solid glue, designed to be rubbed…",compound,,,In current use,,,https://doi.org/10.1093/OED/1139975237,http://www.oed.com/dictionary/glue-stick_n
inferencer,noun,1738-,2,One who draws an inference.,derivative,,,In current use,,,https://doi.org/10.1093/OED/4166590635,http://www.oed.com/dictionary/inferencer_n
couplet,verb,a1739-,3,to couplet it: to compose couplets.,conversion,,,In current use,,,https://doi.org/10.1093/OED/6347990643,http://www.oed.com/dictionary/couplet_v
watchment,noun,1740,0,An instance of keeping watch.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1169610407,http://www.oed.com/dictionary/watchment_n
dramatize,verb,1741-,5,transitive. To convert (a literary work) into a…,borrowing,,,In current use,,arts/performing arts/theatre,https://doi.org/10.1093/OED/5550717112,http://www.oed.com/dictionary/dramatize_v
first sight,noun,1741-,5,"a. See at first sight at sight, n.¹ II.6a, love…",compound,,,In current use,,,https://doi.org/10.1093/OED/8011621222,http://www.oed.com/dictionary/first-sight_n
flatterable,adjective,1742-,1,"That may be flattered, susceptible to flattery.",derivative,,,In current use,,,https://doi.org/10.1093/OED/9396841923,http://www.oed.com/dictionary/flatterable_adj
leucocholy,noun,1742-,1,(See quot.).,,,,In current use,,sciences/medicine,https://doi.org/10.1093/OED/3124363220,http://www.oed.com/dictionary/leucocholy_n
operish,adjective,1742,0,"Of, relating to, or characteristic of opera.",derivative,,,Not in use,,arts/performing arts/music,https://doi.org/10.1093/OED/1137423137,http://www.oed.com/dictionary/operish_adj
wittified,adjective,1742-,0,Possessed of wit.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1980297311,http://www.oed.com/dictionary/wittified_adj
heel sophist,noun,1743,0,A person knowledgeable in the art of dancing.,compound,,humorous,Not in use,,arts/performing arts/dance,https://doi.org/10.1093/OED/1017017829,http://www.oed.com/dictionary/heel-sophist_n
parsoned,adjective,1743-,1,"Of a parish, etc.: provided with a parson. rare.",derivative,,colloquial and slang,In current use,Britain and Ireland/British English/English regional/English regional (eastern),,https://doi.org/10.1093/OED/2423516367,http://www.oed.com/dictionary/parsoned_adj
quodlibetificate,verb,?1743,0,transitive. To deal with (a word) quibblingly.,compound,,,Not in use,,,https://doi.org/10.1093/OED/7830242915,http://www.oed.com/dictionary/quodlibetificate_v
lobster-night,noun,a1744-,1,? a night celebrated by a lobster supper.,compound,,,In current use,,,https://doi.org/10.1093/OED/1117717308,http://www.oed.com/dictionary/lobster-night_n
improveress,noun,1744,0,A female improver.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5990486543,http://www.oed.com/dictionary/improveress_n
Caligulism,noun,1745-,0,A mad extravagance such as Caligula committed.,proper name,,,In current use,,,https://doi.org/10.1093/OED/6636629532,http://www.oed.com/dictionary/caligulism_n
processionade,noun,1745-1809,0,An epic of a procession.,derivative,,,Not in use,,arts,https://doi.org/10.1093/OED/2474194839,http://www.oed.com/dictionary/processionade_n
lozenge-coach,noun,1746-,0,A coach with the owner's coat of arms emblazoned…,compound,,,In current use,,heraldry,https://doi.org/10.1093/OED/7020662084,http://www.oed.com/dictionary/lozenge-coach_n
papisticate,verb,1746,0,transitive. To convert to Roman Catholicism.,derivative,,,Not in use,,religion and belief/religion/Christianity/Roman Catholic Church,https://doi.org/10.1093/OED/1075735393,http://www.oed.com/dictionary/papisticate_v
mistressly,adjective,1747-,1,Resembling or characteristic of a woman…,derivative,,,In current use,,,https://doi.org/10.1093/OED/4204726346,http://www.oed.com/dictionary/mistressly_adj
mushroom,verb,1747-,4,"intransitive. To increase, develop, or spread rapidly.",conversion,,,In current use,,,https://doi.org/10.1093/OED/3689064596,http://www.oed.com/dictionary/mushroom_v
needle-housewifery,noun,1747,0,Darning.,compound,,,Not in use,,crafts and trades/textiles/needlework,https://doi.org/10.1093/OED/4378974547,http://www.oed.com/dictionary/needle-housewifery_n
out-grandfather,verb,1747,0,(transitive) to do out of a grandfather.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1612937928,http://www.oed.com/dictionary/out-grandfather_v
out-uncle,verb,1747,0,(transitive) to do out of an uncle.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5877105043,http://www.oed.com/dictionary/out-uncle_v
