tier,lemma,crossword_form,length,pos,date,first_year,evidence,formation,band,usage,subject,definition,other_current_oed_forms,oed_homograph_number,url
"1 - single year of evidence, form unique",countyocracy,COUNTYOCRACY,12,noun,1859,1859,printed date range,compound,0,,,The aristocracy and leading families of a county.,0,,http://www.oed.com/dictionary/countyocracy_n
"1 - single year of evidence, form unique",crotchet-hero,CROTCHETHERO,12,noun,1807,1807,printed date range,compound,0,humorous,arts/performing arts/music,A musician.,0,,http://www.oed.com/dictionary/crotchet-hero_n
"1 - single year of evidence, form unique",decatessarad,DECATESSARAD,12,noun,a1614,1614,printed date range,borrowing,0,,arts/literature,A poem of 14 lines.,0,,http://www.oed.com/dictionary/decatessarad_n
"1 - single year of evidence, form unique",decillionist,DECILLIONIST,12,noun,1865,1865,printed date range,derivative,0,,sciences/medicine/alternative medicine,One who deals in infinitesimal doses (of a drug)…,0,,http://www.oed.com/dictionary/decillionist_n
"1 - single year of evidence, form unique",dehomination,DEHOMINATION,12,noun,1647,1647,printed date range,borrowing,0,,,Deprival of the character or attributes of humanity.,0,,http://www.oed.com/dictionary/dehomination_n
"1 - single year of evidence, form unique",demonosopher,DEMONOSOPHER,12,noun,1780,1780,printed date range,compound,0,,religion and belief/belief systems and practices/occult,A person inspired by a demon or by the Devil.,0,,http://www.oed.com/dictionary/demonosopher_n
"1 - single year of evidence, form unique",deparochiate,DEPAROCHIATE,12,verb,1762,1762,printed date range,borrowing,0,,,intransitive. To depart from one's own parish.,0,,http://www.oed.com/dictionary/deparochiate_v
"1 - single year of evidence, form unique",discursative,DISCURSATIVE,12,adjective,1819,1819,printed date range,borrowing,0,,,That tends to pass from one object of thought to…,0,,http://www.oed.com/dictionary/discursative_adj
"1 - single year of evidence, form unique",disdetermine,DISDETERMINE,12,verb,1651,1651,printed date range,derivative,0,,,"transitive. To undo that which is determined, to annul.",0,,http://www.oed.com/dictionary/disdetermine_v
"1 - single year of evidence, form unique",disknowledge,DISKNOWLEDGE,12,verb,1576,1576,printed date range,derivative,0,,,"transitive. To put out of knowledge, make…",0,,http://www.oed.com/dictionary/disknowledge_v
"1 - single year of evidence, form unique",dogmatopoeic,DOGMATOPOEIC,12,adjective,1893,1893,printed date range,borrowing,0,,,Creating dogmas.,0,,http://www.oed.com/dictionary/dogmatopoeic_adj
"1 - single year of evidence, form unique",Dutch defence,DUTCHDEFENCE,12,noun,1749,1749,printed date range,compound,0,,,"Surrender, capitulation.",0,,http://www.oed.com/dictionary/dutch-defence_n
"1 - single year of evidence, form unique",effumability,EFFUMABILITY,12,noun,1680,1680,printed date range,borrowing,0,,,Capability of being converted into vapour.,0,,http://www.oed.com/dictionary/effumability_n
"1 - single year of evidence, form unique",elvish-marked,ELVISHMARKED,12,adjective,1597,1597,printed date range,compound,0,,religion and belief/mythology,Marked or afflicted by elves; (hence) spiteful or…,0,,http://www.oed.com/dictionary/elvish-marked_adj
"1 - single year of evidence, form unique",embabuinized,EMBABUINIZED,12,adjective,1603,1603,printed date range,borrowing,0,,,Infatuated (with).,0,,http://www.oed.com/dictionary/embabuinized_adj
"1 - single year of evidence, form unique",etceterarist,ETCETERARIST,12,noun,a1843,1843,printed date range,derivative,0,,,A person who uses the word ‘etcetera’.,0,,http://www.oed.com/dictionary/etceterarist_n
"1 - single year of evidence, form unique",everywayness,EVERYWAYNESS,12,noun,1674,1674,printed date range,derivative,0,,,The quality of extending in every direction.,0,,http://www.oed.com/dictionary/everywayness_n
"1 - single year of evidence, form unique",feather-glory,FEATHERGLORY,12,noun,a1626,1626,printed date range,compound,0,,,Light and transitory glory.,0,,http://www.oed.com/dictionary/feather-glory_n
"1 - single year of evidence, form unique",firesideship,FIRESIDESHIP,12,noun,1845,1845,printed date range,derivative,0,,,(With preceding possessive adjective) a mock…,0,,http://www.oed.com/dictionary/firesideship_n
"1 - single year of evidence, form unique",goblet-office,GOBLETOFFICE,12,noun,1653,1653,printed date range,compound,0,,consumables/drink/wine,A place for storing wine and other alcoholic drinks.,0,,http://www.oed.com/dictionary/goblet-office_n
"1 - single year of evidence, form unique",goldsmithess,GOLDSMITHESS,12,noun,c1450,1450,printed date range,derivative,0,,,A female goldsmith.,0,,http://www.oed.com/dictionary/goldsmithess_n
"1 - single year of evidence, form unique",hardfastness,HARDFASTNESS,12,noun,1674,1674,printed date range,compound,0,,,Density.,0,,http://www.oed.com/dictionary/hardfastness_n
"1 - single year of evidence, form unique",holiday woman,HOLIDAYWOMAN,12,noun,1548,1548,printed date range,compound,0,,,A woman who is at rest instead of working; an…,0,,http://www.oed.com/dictionary/holiday-woman_n
"1 - single year of evidence, form unique",hurricanious,HURRICANIOUS,12,adjective,1706,1706,printed date range,derivative,0,,,Hurricane-like.,0,,http://www.oed.com/dictionary/hurricanious_adj
"1 - single year of evidence, form unique",husband-field,HUSBANDFIELD,12,noun,1811,1811,printed date range,compound,0,,agriculture and horticulture/agriculture,A cultivated field.,0,,http://www.oed.com/dictionary/husband-field_n
"1 - single year of evidence, form unique",immonarchize,IMMONARCHIZE,12,verb,1679,1679,printed date range,derivative,0,,,transitive. To confer monarchy upon; to make into…,0,,http://www.oed.com/dictionary/immonarchize_v
"1 - single year of evidence, form unique",immonastered,IMMONASTERED,12,adjective,1622,1622,printed date range,derivative,0,,,Shut up in a monastery.,0,,http://www.oed.com/dictionary/immonastered_adj
"1 - single year of evidence, form unique",impaletocked,IMPALETOCKED,12,adjective,1653,1653,printed date range,borrowing,0,,,"Rendering French empaletoqué ‘muffled, or lapt vp…",0,,http://www.oed.com/dictionary/impaletocked_adj
"1 - single year of evidence, form unique",insensiblist,INSENSIBLIST,12,noun,1782,1782,printed date range,derivative,0,,,One who professes insensibility or apathy.,0,,http://www.oed.com/dictionary/insensiblist_n
"1 - single year of evidence, form unique",jewel-darling,JEWELDARLING,12,adjective,1643,1643,printed date range,compound,0,,,That is as precious or highly prized as a jewel.,0,,http://www.oed.com/dictionary/jewel-darling_adj
"1 - single year of evidence, form unique",junketaceous,JUNKETACEOUS,12,adjective,1760,1760,printed date range,derivative,0,,,Given to junketing or merrymaking.,0,,http://www.oed.com/dictionary/junketaceous_adj
"1 - single year of evidence, form unique",kirkomanetic,KIRKOMANETIC,12,adjective,1652,1652,printed date range,derivative,0,,religion and belief/religion/Christianity/Scottish Church,Fervently supportive of the Kirk or Church of Scotland.,0,,http://www.oed.com/dictionary/kirkomanetic_adj
"1 - single year of evidence, form unique",letter-struck,LETTERSTRUCK,12,adjective,1667,1667,printed date range,compound,0,,arts/literature,Smitten with love of literature and learning.,0,,http://www.oed.com/dictionary/letter-struck_adj
"1 - single year of evidence, form unique",magistricide,MAGISTRICIDE,12,noun,1670,1670,printed date range,borrowing,0,,,A person who kills his or her master or teacher.,0,,http://www.oed.com/dictionary/magistricide_n
"1 - single year of evidence, form unique",memorandumer,MEMORANDUMER,12,noun,1787,1787,printed date range,derivative,0,,,A person who makes memoranda.,0,,http://www.oed.com/dictionary/memorandumer_n
"1 - single year of evidence, form unique",metheglinist,METHEGLINIST,12,noun,1655,1655,printed date range,derivative,0,,,A brewer of metheglin.,0,,http://www.oed.com/dictionary/metheglinist_n
"1 - single year of evidence, form unique",micranthrope,MICRANTHROPE,12,noun,1822,1822,printed date range,borrowing,0,,,"= micranthropos, n.",0,,http://www.oed.com/dictionary/micranthrope_n
"1 - single year of evidence, form unique",microscopize,MICROSCOPIZE,12,verb,1846,1846,printed date range,derivative,0,,sciences,intransitive. To work with a microscope.,0,,http://www.oed.com/dictionary/microscopize_v
"1 - single year of evidence, form unique",middleageism,MIDDLEAGEISM,12,noun,1840,1840,printed date range,derivative,0,,,Medievalism.,0,,http://www.oed.com/dictionary/middleageism_n
"1 - single year of evidence, form unique",mosstroopery,MOSSTROOPERY,12,noun,1845,1845,printed date range,derivative,0,,,The practices of the moss-troopers.,0,,http://www.oed.com/dictionary/mosstroopery_n
"1 - single year of evidence, form unique",neighbourize,NEIGHBOURIZE,12,verb,1899,1899,printed date range,derivative,0,,,intransitive. To associate with others as…,0,,http://www.oed.com/dictionary/neighbourize_v
"1 - single year of evidence, form unique",nephelolater,NEPHELOLATER,12,noun,1895,1895,printed date range,compound,0,,sciences/physical sciences/earth sciences/geography/weather,A person who admires clouds.,0,,http://www.oed.com/dictionary/nephelolater_n
"1 - single year of evidence, form unique",nigricanting,NIGRICANTING,12,adjective,?1715,1715,printed date range,borrowing,0,,,That blackens (figurative in quot. 1715).,0,,http://www.oed.com/dictionary/nigricanting_adj
"1 - single year of evidence, form unique",nothingizing,NOTHINGIZING,12,noun,1834,1834,printed date range,derivative,0,,,"Reduction to nothing, obliteration.",0,,http://www.oed.com/dictionary/nothingizing_n
"1 - single year of evidence, form unique",obitaneously,OBITANEOUSLY,12,adverb,a1834,1834,printed date range,derivative,0,,,"By the way, in passing. Cf. obiter, adv.",0,,http://www.oed.com/dictionary/obitaneously_adv
"1 - single year of evidence, form unique",obscenometer,OBSCENOMETER,12,noun,1828,1828,printed date range,compound,0,humorous,,An imaginary instrument for measuring the degree…,0,,http://www.oed.com/dictionary/obscenometer_n
"1 - single year of evidence, form unique",octagon-faced,OCTAGONFACED,12,adjective,1892,1892,printed date range,compound,0,,,"Able to show eight different faces, extremely…",0,,http://www.oed.com/dictionary/octagon-faced_adj
"1 - single year of evidence, form unique",omnisciolism,OMNISCIOLISM,12,noun,1892,1892,printed date range,compound,0,,,The quality of knowing a little about everything.,0,,http://www.oed.com/dictionary/omnisciolism_n
"1 - single year of evidence, form unique",omnivorosity,OMNIVOROSITY,12,noun,1896,1896,printed date range,derivative,0,,,"= omnivorousness, n.",0,,http://www.oed.com/dictionary/omnivorosity_n
"1 - single year of evidence, form unique",otherselfish,OTHERSELFISH,12,adjective,1877,1877,printed date range,derivative,0,,,Altruistic.,0,,http://www.oed.com/dictionary/otherselfish_adj
"1 - single year of evidence, form unique",overturcased,OVERTURCASED,12,adjective,1647,1647,printed date range,derivative,0,,,Covered with turquoises.,0,,http://www.oed.com/dictionary/overturcased_adj
"1 - single year of evidence, form unique",palaeomachic,PALAEOMACHIC,12,adjective,1877,1877,printed date range,,0,,military,Of or relating to ancient warfare.,0,,http://www.oed.com/dictionary/palaeomachic_adj
"1 - single year of evidence, form unique",pancakewards,PANCAKEWARDS,12,adverb,1867,1867,printed date range,derivative,0,,,Towards or for a pancake.,0,,http://www.oed.com/dictionary/pancakewards_adv
"1 - single year of evidence, form unique",panfrivolium,PANFRIVOLIUM,12,noun,1834,1834,printed date range,compound,0,humorous,,A place or scene of utter frivolity. (In quot…,0,,http://www.oed.com/dictionary/panfrivolium_n
"1 - single year of evidence, form unique",papyrophobia,PAPYROPHOBIA,12,noun,1790,1790,printed date range,compound,0,,sciences/medicine/psychology/psychiatry,Fear of paper.,0,,http://www.oed.com/dictionary/papyrophobia_n
"1 - single year of evidence, form unique",parsonolatry,PARSONOLATRY,12,noun,1852,1852,printed date range,derivative,0,,religion and belief/religion,The worship of parsons.,0,,http://www.oed.com/dictionary/parsonolatry_n
"1 - single year of evidence, form unique",passericidal,PASSERICIDAL,12,adjective,a1876,1876,printed date range,borrowing,0,,,That kills sparrows; sparrow-killing.,0,,http://www.oed.com/dictionary/passericidal_adj
"1 - single year of evidence, form unique",pastelleteer,PASTELLETEER,12,noun,1893,1893,printed date range,derivative,0,,arts/literature,A writer of literary pastels.,0,,http://www.oed.com/dictionary/pastelleteer_n
"1 - single year of evidence, form unique",past-meridian,PASTMERIDIAN,12,adjective,1898,1898,printed date range,compound,0,,,"Past one's prime, elderly.",0,,http://www.oed.com/dictionary/past-meridian_adj
"1 - single year of evidence, form unique",paterophobia,PATEROPHOBIA,12,noun,1840,1840,printed date range,borrowing,0,,religion and belief/religion/Christianity,Fear or mistrust of the early Christian Fathers.,0,,http://www.oed.com/dictionary/paterophobia_n
"1 - single year of evidence, form unique",patrollotism,PATROLLOTISM,12,noun,1837,1837,printed date range,compound,0,,,The systematic use of patrols.,0,,http://www.oed.com/dictionary/patrollotism_n
"1 - single year of evidence, form unique",patronessing,PATRONESSING,12,noun,1834,1834,printed date range,derivative,0,,,"The behaviour of a patroness, esp. in support of…",0,,http://www.oed.com/dictionary/patronessing_n
"1 - single year of evidence, form unique",pedicularity,PEDICULARITY,12,noun,1876,1876,printed date range,derivative,0,,,The nature or set of characteristics of a louse.,0,,http://www.oed.com/dictionary/pedicularity_n
"1 - single year of evidence, form unique",pen-and-inkage,PENANDINKAGE,12,noun,1894,1894,printed date range,derivative,0,,,The use of pen and ink.,0,,http://www.oed.com/dictionary/pen-and-inkage_n
"1 - single year of evidence, form unique",perruquerian,PERRUQUERIAN,12,adjective,1836,1836,printed date range,derivative,0,,crafts and trades/hairdressing,Of or relating to a perruquier.,0,,http://www.oed.com/dictionary/perruquerian_adj
"1 - single year of evidence, form unique",philarchaist,PHILARCHAIST,12,noun,1652,1652,printed date range,borrowing,0,,,A person who prefers ancient things to their…,0,,http://www.oed.com/dictionary/philarchaist_n
"1 - single year of evidence, form unique",philobrutish,PHILOBRUTISH,12,adjective,1826,1826,printed date range,compound,0,,,Characterized by kindness to animals.,0,,http://www.oed.com/dictionary/philobrutish_adj
"1 - single year of evidence, form unique",philobrutist,PHILOBRUTIST,12,noun,1826,1826,printed date range,derivative,0,,,A person who is fond of or kind to animals; an…,0,,http://www.oed.com/dictionary/philobrutist_n
"1 - single year of evidence, form unique",philokleptic,PHILOKLEPTIC,12,adjective,1865,1865,printed date range,compound,0,,,Supporting or associating with thieves.,0,,http://www.oed.com/dictionary/philokleptic_adj
"1 - single year of evidence, form unique",phobanthropy,PHOBANTHROPY,12,noun,1848,1848,printed date range,borrowing,0,,,Morbid dread or strong dislike of humankind; =…,0,,http://www.oed.com/dictionary/phobanthropy_n
"1 - single year of evidence, form unique",pianoforting,PIANOFORTING,12,noun,1822,1822,printed date range,derivative,0,,arts/performing arts/music,The action of playing the pianoforte.,0,,http://www.oed.com/dictionary/pianoforting_n
"1 - single year of evidence, form unique",pinguiferous,PINGUIFEROUS,12,adjective,1855,1855,printed date range,borrowing,0,humorous,,"Fatty, greasy; causing fatness.",0,,http://www.oed.com/dictionary/pinguiferous_adj
"1 - single year of evidence, form unique",platformally,PLATFORMALLY,12,adverb,1870,1870,printed date range,derivative,0,,,In the manner of a platform speaker.,0,,http://www.oed.com/dictionary/platformally_adv
"1 - single year of evidence, form unique",play-wrightry,PLAYWRIGHTRY,12,noun,1851,1851,printed date range,derivative,0,,arts/performing arts/theatre,"= playwrighting, n.",0,,http://www.oed.com/dictionary/play-wrightry_n
"1 - single year of evidence, form unique",plousiocracy,PLOUSIOCRACY,12,noun,1839,1839,printed date range,borrowing,0,,,"The wealthy ruling class. Cf. plutocracy, n.",0,,http://www.oed.com/dictionary/plousiocracy_n
"1 - single year of evidence, form unique",pollutionate,POLLUTIONATE,12,adjective,1593,1593,printed date range,derivative,0,,,"Polluted, desecrated.",0,,http://www.oed.com/dictionary/pollutionate_adj
"1 - single year of evidence, form unique",polybuttoned,POLYBUTTONED,12,adjective,1846,1846,printed date range,compound,0,,crafts and trades/costume,Wearing many buttons.,0,,http://www.oed.com/dictionary/polybuttoned_adj
"1 - single year of evidence, form unique",polylychnous,POLYLYCHNOUS,12,adjective,1839,1839,printed date range,,0,,,Having many lamps or lights.,0,,http://www.oed.com/dictionary/polylychnous_adj
"1 - single year of evidence, form unique",polypragmist,POLYPRAGMIST,12,noun,1613,1613,printed date range,borrowing,0,,,"= polypragmatist, n.",0,,http://www.oed.com/dictionary/polypragmist_n
"1 - single year of evidence, form unique",pontitecture,PONTITECTURE,12,noun,1853,1853,printed date range,borrowing,0,,manufacturing and industry/building,The building of bridges.,0,,http://www.oed.com/dictionary/pontitecture_n
"1 - single year of evidence, form unique",postparative,POSTPARATIVE,12,noun,1581,1581,printed date range,derivative,0,,,An action performed after an exercise by way of…,0,,http://www.oed.com/dictionary/postparative_n
"1 - single year of evidence, form unique",postponeless,POSTPONELESS,12,adjective,c1862,1862,printed date range,derivative,0,,,That cannot be put off or averted.,0,,http://www.oed.com/dictionary/postponeless_adj
"1 - single year of evidence, form unique",pot-walloping,POTWALLOPING,12,noun,1849,1849,printed date range,compound,0,,technology/engineering/mechanics/steam engines,The sound produced by the boiler of a steam engine.,0,,http://www.oed.com/dictionary/pot-walloping_n
"1 - single year of evidence, form unique",poundiferous,POUNDIFEROUS,12,adjective,1871,1871,printed date range,compound,0,humorous,,Accompanied by loud pounding.,0,,http://www.oed.com/dictionary/poundiferous_adj
"1 - single year of evidence, form unique",praelectress,PRAELECTRESS,12,noun,1889,1889,printed date range,derivative,0,,,A female lecturer.,0,,http://www.oed.com/dictionary/praelectress_n
"1 - single year of evidence, form unique",praying-jenny,PRAYINGJENNY,12,noun,1817,1817,printed date range,compound,0,,religion and belief/religion,A prayer wheel.,0,,http://www.oed.com/dictionary/praying-jenny_n
"1 - single year of evidence, form unique",precinctuary,PRECINCTUARY,12,adjective,1897,1897,printed date range,derivative,0,,,Concerned with a cathedral precinct or close.,0,,http://www.oed.com/dictionary/precinctuary_adj
"1 - single year of evidence, form unique",predecessrix,PREDECESSRIX,12,noun,1640,1640,printed date range,derivative,0,,,"= predecessoress, n.",0,,http://www.oed.com/dictionary/predecessrix_n
"1 - single year of evidence, form unique",pretiefollie,PRETIEFOLLIE,12,noun,1591,1591,printed date range,variant,0,,sciences/medicine/alternative medicine/herbalism,The tree trefoil Medicago arborea (family…,0,,http://www.oed.com/dictionary/pretiefollie_n
"1 - single year of evidence, form unique",proditomania,PRODITOMANIA,12,noun,1898,1898,printed date range,borrowing,0,,sciences/medicine/psychology/psychiatry,The irrational belief that everyone is a traitor.,0,,http://www.oed.com/dictionary/proditomania_n
"1 - single year of evidence, form unique",prolepsarian,PROLEPSARIAN,12,noun,1694,1694,printed date range,derivative,0,,,A person who explains something on the basis of a…,0,,http://www.oed.com/dictionary/prolepsarian_n
"1 - single year of evidence, form unique",prolusionize,PROLUSIONIZE,12,verb,1864,1864,printed date range,derivative,0,,,(intransitive) to deliver a prolusion (cf…,0,,http://www.oed.com/dictionary/prolusionize_v
"1 - single year of evidence, form unique",propugnacled,PROPUGNACLED,12,adjective,1875,1875,printed date range,derivative,0,,military/fortification,Having ramparts; battlemented. (In quot. figurative.),0,,http://www.oed.com/dictionary/propugnacled_adj
"1 - single year of evidence, form unique",prosody bigot,PROSODYBIGOT,12,noun,1869,1869,printed date range,compound,0,,arts/literature/prosody,A rigid follower of prosodic rules.,0,,http://www.oed.com/dictionary/prosody-bigot_n
"1 - single year of evidence, form unique",proximiority,PROXIMIORITY,12,noun,1720,1720,printed date range,borrowing,0,,,The fact of being nearer; greater proximity.,0,,http://www.oed.com/dictionary/proximiority_n
"1 - single year of evidence, form unique",Puginesquery,PUGINESQUERY,12,noun,1848,1848,printed date range,derivative,0,,manufacturing and industry/building/architecture,Matters related to Pugin or his architectural style.,0,,http://www.oed.com/dictionary/puginesquery_n
"1 - single year of evidence, form unique",Pullmanizing,PULLMANIZING,12,noun,1882,1882,printed date range,derivative,0,,,The practice of travelling in a Pullman car.,0,,http://www.oed.com/dictionary/pullmanizing_n
"1 - single year of evidence, form unique",pulpitolatry,PULPITOLATRY,12,noun,1853,1853,printed date range,derivative,0,,,Inordinate reverence for the pulpit or preaching.,0,,http://www.oed.com/dictionary/pulpitolatry_n
"1 - single year of evidence, form unique",pupilability,PUPILABILITY,12,noun,1761,1761,printed date range,derivative,0,,,"Perhaps: confidentiality, confidential character…",0,,http://www.oed.com/dictionary/pupilability_n
"1 - single year of evidence, form unique",puppy-peeping,PUPPYPEEPING,12,adjective,1895,1895,printed date range,compound,0,,,That looks with half-closed eyes like a puppy.,0,,http://www.oed.com/dictionary/puppy-peeping_adj
"1 - single year of evidence, form unique",quidnunckery,QUIDNUNCKERY,12,noun,1804,1804,printed date range,derivative,0,,,"= quidnuncism, n.",0,,http://www.oed.com/dictionary/quidnunckery_n
"1 - single year of evidence, form unique",quizzatorial,QUIZZATORIAL,12,adjective,1821,1821,printed date range,derivative,0,,,"= quizzacious, adj.",0,,http://www.oed.com/dictionary/quizzatorial_adj
"1 - single year of evidence, form unique",quotidiarian,QUOTIDIARIAN,12,noun,a1641,1641,printed date range,borrowing,0,,,Among the Essenes: a daily official.,0,,http://www.oed.com/dictionary/quotidiarian_n
"1 - single year of evidence, form unique",railroadship,RAILROADSHIP,12,noun,1883,1883,printed date range,derivative,0,,transport/railways,The connection between separate places provided…,0,,http://www.oed.com/dictionary/railroadship_n
"1 - single year of evidence, form unique",rat-tattooing,RATTATTOOING,12,noun,c1852,1852,printed date range,blend,0,,,The action of beating a drum repeatedly. Cf…,0,,http://www.oed.com/dictionary/rat-tattooing_n
"1 - single year of evidence, form unique",recklesshood,RECKLESSHOOD,12,noun,1831,1831,printed date range,derivative,0,,,"Recklessness, carelessness, negligence.",0,,http://www.oed.com/dictionary/recklesshood_n
"1 - single year of evidence, form unique",regicidation,REGICIDATION,12,noun,1661,1661,printed date range,derivative,0,,,"= regicide, n.²",0,,http://www.oed.com/dictionary/regicidation_n
"1 - single year of evidence, form unique",ruffianosity,RUFFIANOSITY,12,noun,1823,1823,printed date range,derivative,0,,sport and leisure/sport/boxing,"Boxing without regard to rules. Cf. ruffian, n. A.2c.",0,,http://www.oed.com/dictionary/ruffianosity_n
"1 - single year of evidence, form unique",sacramenting,SACRAMENTING,12,adjective,1687,1687,printed date range,derivative,0,,religion and belief/religion/Christianity/liturgical,? That celebrates the Mass.,0,,http://www.oed.com/dictionary/sacramenting_adj
"1 - single year of evidence, form unique",Scotch-sleeve,SCOTCHSLEEVE,12,noun,?1706,1706,printed date range,compound,0,,crafts and trades/costume,(Probably) a person wearing sleeves of Scotch…,0,,http://www.oed.com/dictionary/scotch-sleeve_n
"1 - single year of evidence, form unique",scribblatory,SCRIBBLATORY,12,adjective,1827,1827,printed date range,derivative,0,,,Tending to produce a large amount of worthless…,0,,http://www.oed.com/dictionary/scribblatory_adj
"1 - single year of evidence, form unique",sentimentize,SENTIMENTIZE,12,verb,1753,1753,printed date range,derivative,0,,,"intransitive. ? = sentimentalize, v. 1.",0,,http://www.oed.com/dictionary/sentimentize_v
"1 - single year of evidence, form unique",septi-fronted,SEPTIFRONTED,12,adjective,a1708,1708,printed date range,,0,,religion and belief/mythology,Having seven foreheads.,0,,http://www.oed.com/dictionary/septi-fronted_adj
"1 - single year of evidence, form unique",shirt-studded,SHIRTSTUDDED,12,adjective,1855,1855,printed date range,derivative,0,,crafts and trades/costume,(Of a person) wearing shirt studs.,0,,http://www.oed.com/dictionary/shirt-studded_adj
"1 - single year of evidence, form unique",sonneteeress,SONNETEERESS,12,noun,1822,1822,printed date range,derivative,0,,arts/literature,A female sonneteer.,0,,http://www.oed.com/dictionary/sonneteeress_n
"1 - single year of evidence, form unique",sovereignful,SOVEREIGNFUL,12,adjective,1508,1508,printed date range,derivative,0,,,Befitting or worthy of a sovereign; noble.,0,,http://www.oed.com/dictionary/sovereignful_adj
"1 - single year of evidence, form unique",Spaniardship,SPANIARDSHIP,12,noun,1734,1734,printed date range,derivative,0,,,Used as a (mock) title of respect in speaking to…,0,,http://www.oed.com/dictionary/spaniardship_n
"1 - single year of evidence, form unique",stall-epistle,STALLEPISTLE,12,noun,1642,1642,printed date range,compound,0,,,An ‘open letter’ or pamphlet sold on the stalls.,0,,http://www.oed.com/dictionary/stall-epistle_n
"1 - single year of evidence, form unique",startle-brain,STARTLEBRAIN,12,noun,a1652,1652,printed date range,compound,0,,,A thing which upsets the brain.,0,,http://www.oed.com/dictionary/startle-brain_n
"1 - single year of evidence, form unique",stitty stitty,STITTYSTITTY,12,adjective,1600,1600,printed date range,imitative,0,,,A derisive epithet applied to a stammerer.,0,,http://www.oed.com/dictionary/stitty-stitty_adj
"1 - single year of evidence, form unique",stomach-anger,STOMACHANGER,12,noun,1640,1640,printed date range,compound,0,,,Concealed anger.,0,,http://www.oed.com/dictionary/stomach-anger_n
"1 - single year of evidence, form unique",successanean,SUCCESSANEAN,12,adjective,1635,1635,printed date range,borrowing,0,,,Characterized by or involving succession; successive.,0,,http://www.oed.com/dictionary/successanean_adj
"1 - single year of evidence, form unique",sugar-candian,SUGARCANDIAN,12,noun,1597,1597,printed date range,variant,0,,,"= sugar candy, n. A.1.",0,,http://www.oed.com/dictionary/sugar-candian_n
"1 - single year of evidence, form unique",summer-broach,SUMMERBROACH,12,noun,1619,1619,printed date range,compound,0,,,"A maypole, (apparently) regarded as a temporary…",0,,http://www.oed.com/dictionary/summer-broach_n
"1 - single year of evidence, form unique",superweening,SUPERWEENING,12,adjective,1862,1862,printed date range,derivative,0,,,"= overweening, adj.",0,,http://www.oed.com/dictionary/superweening_adj
"1 - single year of evidence, form unique",swartrutting,SWARTRUTTING,12,adjective,1592,1592,printed date range,derivative,0,,,"Violent, aggressive; characteristic of a…",0,,http://www.oed.com/dictionary/swartrutting_adj
"1 - single year of evidence, form unique",swingebreech,SWINGEBREECH,12,noun,1581,1581,printed date range,compound,0,,,? One who struts or flaunts about.,0,,http://www.oed.com/dictionary/swingebreech_n
"1 - single year of evidence, form unique",tantillation,TANTILLATION,12,noun,1651,1651,printed date range,borrowing,0,,,A trifling space (of time).,0,,http://www.oed.com/dictionary/tantillation_n
"1 - single year of evidence, form unique",terrapin-paws,TERRAPINPAWS,12,noun,1876,1876,printed date range,compound,0,,,Long-handled tongs used for capturing terrapins.,0,,http://www.oed.com/dictionary/terrapin-paws_n
"1 - single year of evidence, form unique",traitorology,TRAITOROLOGY,12,noun,1647,1647,printed date range,compound,0,,,A roll or register of traitors.,0,,http://www.oed.com/dictionary/traitorology_n
"1 - single year of evidence, form unique",tramontation,TRAMONTATION,12,noun,1599,1599,printed date range,borrowing,0,,,Setting (of the sun).,0,,http://www.oed.com/dictionary/tramontation_n
"1 - single year of evidence, form unique",transformity,TRANSFORMITY,12,noun,1622,1622,printed date range,derivative,0,,,The state or condition of being transformed.,0,,http://www.oed.com/dictionary/transformity_n
"1 - single year of evidence, form unique",trans-village,TRANSVILLAGE,12,verb,1608,1608,printed date range,derivative,0,,,transitive. To transform or reduce (a town) to…,0,,http://www.oed.com/dictionary/trans-village_v
"1 - single year of evidence, form unique",troll-the-bowl,TROLLTHEBOWL,12,noun,1599,1599,printed date range,compound,0,,,A person playing bowls.,0,,http://www.oed.com/dictionary/troll-the-bowl_n
"1 - single year of evidence, form unique",unpindarical,UNPINDARICAL,12,adjective,1729,1729,printed date range,derivative,0,,,Not Pindaric: unlike Pindar in style or character.,0,,http://www.oed.com/dictionary/unpindarical_adj
"1 - single year of evidence, form unique",upper-flapped,UPPERFLAPPED,12,adjective,1850,1850,printed date range,derivative,0,,sport and leisure/horses and riding,Apparently (of a saddle): having a pair of flaps…,0,,http://www.oed.com/dictionary/upper-flapped_adj
"1 - single year of evidence, form unique",well-to-passer,WELLTOPASSER,12,noun,1654,1654,printed date range,derivative,0,,,A person of high social status.,0,,http://www.oed.com/dictionary/well-to-passer_n
"1 - single year of evidence, form unique",worn-outiness,WORNOUTINESS,12,noun,1842,1842,printed date range,derivative,0,,,"Worn-out condition; = worn-outness, n.",0,,http://www.oed.com/dictionary/worn-outiness_n
"1 - single year of evidence, form unique",worshipfulty,WORSHIPFULTY,12,noun,1589,1589,printed date range,derivative,0,,,"= worshipfulness, n. 2.",0,,http://www.oed.com/dictionary/worshipfulty_n
"1 - single year of evidence, form unique",wouldingness,WOULDINGNESS,12,noun,1645,1645,printed date range,derivative,0,,,"Desire, inclination.",0,,http://www.oed.com/dictionary/wouldingness_n
