LEMMA,PART OF SPEECH,DATE OF USE,FREQUENCY BAND NUMBER,DEFINITION,TYPE OF FORMATION,LANGUAGE OF ORIGIN,USAGE,OBSOLESCENCE,REGIONAL ENGLISH,SUBJECT,DOI,OED URL
short livy,adjective,a1325,0,Short-lived.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1005309366,http://www.oed.com/dictionary/short-livy_adj
valiant,"adjective, noun",a1325-,5,"Of an action, deed, etc.: characterized by or…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/6765584740,http://www.oed.com/dictionary/valiant_adj
Martinmas,noun,c1325-,3,"(The date of) the feast of St Martin, 11 November.",proper name,,,In current use,,religion and belief/religion,https://doi.org/10.1093/OED/2328777974,http://www.oed.com/dictionary/martinmas_n
mort,noun,c1330-,4,"Death, slaughter. Obsolete.",borrowing,,,In current use,,"arts/performing arts/music, sport and leisure/hunting, fishing, and shooting/hunting",https://doi.org/10.1093/OED/9830356490,http://www.oed.com/dictionary/mort_n1
pour,verb,c1330-,6,"intransitive. To gush out, flow steadily or…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/6364414383,http://www.oed.com/dictionary/pour_v
Turk,noun,c1330-,6,"Originally: a Seljuk (Seljuk, n.) or Ottoman…",borrowing,,historical,In current use,,,https://doi.org/10.1093/OED/2765494816,http://www.oed.com/dictionary/turk_n1
faitour,noun,a1340-,2,"An impostor, cheat; esp. a vagrant who shams…",borrowing,,archaic,In current use,,,https://doi.org/10.1093/OED/2581811869,http://www.oed.com/dictionary/faitour_n
tumbler,noun,a1340-,4,"A drinking cup, originally having a rounded or…",derivative,,,In current use,,,https://doi.org/10.1093/OED/4960722999,http://www.oed.com/dictionary/tumbler_n
diligence,noun,1340-,5,Constant and earnest effort to accomplish what is…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/8618451720,http://www.oed.com/dictionary/diligence_n1
God's penny,noun,1340-,0,A small sum paid as an initial instalment on…,compound,,historical,In current use,Britain and Ireland/British English/English regional/English regional (northern)/English regional (Yorkshire),economics and commerce,https://doi.org/10.1093/OED/6125375934,http://www.oed.com/dictionary/gods-penny_n
glory,noun,c1340-,6,"objectively. Exalted (and, in modern use…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/3202040747,http://www.oed.com/dictionary/glory_n
insuperable,"adjective, noun",c1340-,4,"figurative (from A.1, A.2). Of difficulties…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/6901573404,http://www.oed.com/dictionary/insuperable_adj
screen,noun,1348-,6,A movable piece of furniture consisting of an…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/2785312416,http://www.oed.com/dictionary/screen_n1
frontal,noun,a1350-,4,A decorative covering for the front of an altar…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/3726215103,http://www.oed.com/dictionary/frontal_n1
firstborn,"noun, adjective",c1350-,5,With the or possessive adjective. A person who is…,compound,,,In current use,,,https://doi.org/10.1093/OED/5042755013,http://www.oed.com/dictionary/firstborn_n
principality,noun,c1350-,5,The territory held or governed by a prince.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/5514625265,http://www.oed.com/dictionary/principality_n
divine,verb,1362-,5,To figure out or understand (something) by…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/1063749085,http://www.oed.com/dictionary/divine_v
desk,noun,1363-,6,A piece of furniture with a surface used for…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/4849395000,http://www.oed.com/dictionary/desk_n
pounce,noun,1367-,3,A claw or talon of a bird of prey. Also…,shortening,,"archaic, historical",In current use,,"sciences/life sciences/animals/birds, sport and leisure/hunting, fishing, and shooting/hawking and falconry",https://doi.org/10.1093/OED/7405936107,http://www.oed.com/dictionary/pounce_n1
galosh,noun,1373-,4,In later use: An over-shoe (now usually made of…,borrowing,,,In current use,,crafts and trades/costume/shoes,https://doi.org/10.1093/OED/4529561236,http://www.oed.com/dictionary/galosh_n
wyver,noun,c1374-1857,0,A viper. Also figurative and in figurative context.,borrowing,,,Not in use,,"heraldry, sciences/life sciences/animals",https://doi.org/10.1093/OED/1067521508,http://www.oed.com/dictionary/wyver_n
faint,verb,a1375-,5,To fall into a swoon. Also with away.,conversion,,,In current use,,,https://doi.org/10.1093/OED/4678840879,http://www.oed.com/dictionary/faint_v
engrain,verb,1377-,4,To cause (a dye) to sink into the texture of a…,derivative,,,In current use,,crafts and trades/textiles,https://doi.org/10.1093/OED/2012753921,http://www.oed.com/dictionary/engrain_v1
seether,noun,1377-1700,0,One who is employed in boiling.,derivative,,,Not in use,,consumables/food and cooking,https://doi.org/10.1093/OED/1146375458,http://www.oed.com/dictionary/seether_n
humble,verb,c1380-,5,transitive. To render humble or meek in spirit…,conversion,,,In current use,,,https://doi.org/10.1093/OED/3478894393,http://www.oed.com/dictionary/humble_v1
kick,verb,c1380-,6,intransitive. To strike out with the foot.,unknown,,,In current use,,,https://doi.org/10.1093/OED/1132689697,http://www.oed.com/dictionary/kick_v1
mate,noun,c1380-,6,"A companion, fellow, comrade, friend; a fellow…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/1207972330,http://www.oed.com/dictionary/mate_n2
safety,noun,c1380-,6,The state of being protected from or guarded…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7104233766,http://www.oed.com/dictionary/safety_n
commonty,noun,a1382-,2,Law (chiefly Scottish). Joint use or possession…,derivative,,historical,In current use,Britain and Ireland/British English/Scottish English,law,https://doi.org/10.1093/OED/3070260638,http://www.oed.com/dictionary/commonty_n
desirable,"adjective, noun",a1382-,6,That may be desired or wanted; that is to be…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7026179731,http://www.oed.com/dictionary/desirable_adj
hand in hand,"adverb, noun, adjective",a1382-,5,"Of two people: with the hands clasped, esp. as a…",compound,,,In current use,,,https://doi.org/10.1093/OED/4847636454,http://www.oed.com/dictionary/hand-in-hand_adv
heady,adjective,a1382-,5,"Originally: (of drink) intoxicating, potent…",derivative,,,In current use,,,https://doi.org/10.1093/OED/2735690460,http://www.oed.com/dictionary/heady_adj
honest,verb,a1382-1684,0,transitive. To confer honour or dignity on; to do…,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1974158758,http://www.oed.com/dictionary/honest_v
porelet,noun,a1382,0,A pauper.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4777311483,http://www.oed.com/dictionary/porelet_n
providence,noun,a1382-,5,"In full providence of God (also nature, etc.)…",borrowing,,,In current use,,religion and belief/religion/Christianity,https://doi.org/10.1093/OED/4224794687,http://www.oed.com/dictionary/providence_n
repeat,verb,a1382-,6,transitive. To say again (something which one has…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/1075861875,http://www.oed.com/dictionary/repeat_v
solemnize,verb,a1382-,4,To celebrate (a marriage) with proper ceremonies…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/9141484978,http://www.oed.com/dictionary/solemnize_v
tonguey,adjective,a1382-,2,"Full of ‘tongue’ or talk; talkative, loquacious…",derivative,,,In current use,North American English/U.S. English,,https://doi.org/10.1093/OED/1532517288,http://www.oed.com/dictionary/tonguey_adj
unreverence,noun,a1382-,1,Lack of reverence or due respect; irreverence.,derivative,,,In current use,,,https://doi.org/10.1093/OED/1157195223,http://www.oed.com/dictionary/unreverence_n
immunity,noun,c1384-,6,Medicine. The state of being insusceptible or…,borrowing,,,In current use,,law,https://doi.org/10.1093/OED/2476226448,http://www.oed.com/dictionary/immunity_n
middleman,noun,c1384-,5,"A trader, company, etc., that handles a commodity…",compound,,,In current use,,,https://doi.org/10.1093/OED/4278512994,http://www.oed.com/dictionary/middleman_n
overabound,verb,c1384-,1,intransitive. To abound too much with or in…,derivative,,,In current use,,,https://doi.org/10.1093/OED/6502429517,http://www.oed.com/dictionary/overabound_v
salutation,noun,c1384-,5,"The action, or an act, of saluting; a manner of…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/5922840280,http://www.oed.com/dictionary/salutation_n
syllable,noun,c1384-,5,A vocal sound or set of sounds uttered with a…,borrowing,,,In current use,,language/linguistics/phonetics,https://doi.org/10.1093/OED/9851988920,http://www.oed.com/dictionary/syllable_n
eternal,"adjective, noun",c1386-,6,Infinite in future duration; that always will…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/9641762696,http://www.oed.com/dictionary/eternal_adj
hostelry,noun,c1386-,4,A house where lodging and entertainment are…,borrowing,,archaic,In current use,,,https://doi.org/10.1093/OED/1084547256,http://www.oed.com/dictionary/hostelry_n
carriage,noun,a1387-,6,Any of the separate sections of a train in which…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/1012109675,http://www.oed.com/dictionary/carriage_n
embolism,noun,a1387-,5,Pathology. (See quot.),borrowing,,,In current use,,crafts and trades/clocks and watches,https://doi.org/10.1093/OED/1018197995,http://www.oed.com/dictionary/embolism_n
silvery,noun,a1387,0,"= Silver sickness (silver, n. & adj.compounds C.2).",derivative,,,Not in use,,law,https://doi.org/10.1093/OED/1674833301,http://www.oed.com/dictionary/silvery_n
gutter,verb,1387-,4,intransitive. Of a candle: To melt away rapidly…,conversion,,,In current use,,,https://doi.org/10.1093/OED/8889430756,http://www.oed.com/dictionary/gutter_v
trap,verb,1390-,6,"To catch in or as in a trap, entrap, ensnare.",conversion,,,In current use,,sport and leisure,https://doi.org/10.1093/OED/6197270434,http://www.oed.com/dictionary/trap_v1
angerness,noun,c1390-,0,The quality or state of being angry; anger. Cf…,derivative,,,In current use,,,https://doi.org/10.1093/OED/1004673843,http://www.oed.com/dictionary/angerness_n
exploit,verb,c1390-,6,transitive. To make full use of; to derive…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/2847899660,http://www.oed.com/dictionary/exploit_v
gorge,noun,c1390-,5,A narrow opening between hills; a ravine with…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/8312138550,http://www.oed.com/dictionary/gorge_n1
mortise,noun,c1390-,4,"Woodworking and Joinery. A cavity, hole, or…",borrowing,,,In current use,,"crafts and trades/woodworking, manufacturing and industry/building",https://doi.org/10.1093/OED/8949520002,http://www.oed.com/dictionary/mortise_n
specious,"adjective, noun",c1390-,4,"Of reasoning, an argument, etc.: apparently sound…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/4532132448,http://www.oed.com/dictionary/specious_adj
whoop,verb,c1390-,4,intransitive. To utter a ‘whoop!’ or a cry or…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/3700509793,http://www.oed.com/dictionary/whoop_v
chip,noun,a1393-,6,A small piece or fragment of any relatively hard…,conversion,,,In current use,,,https://doi.org/10.1093/OED/8035506874,http://www.oed.com/dictionary/chip_n2
discoloured,adjective,a1393-,4,Altered from the usual or natural colour; changed…,derivative,,,In current use,,,https://doi.org/10.1093/OED/3626700242,http://www.oed.com/dictionary/discoloured_adj
traverse,noun,a1393-,4,An act of travelling or journeying right through…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7624633070,http://www.oed.com/dictionary/traverse_n
embroidery,noun,1393-,5,The art of ornamenting cloth and other fabrics…,borrowing,,,In current use,,crafts and trades/textiles/needlework,https://doi.org/10.1093/OED/8475558756,http://www.oed.com/dictionary/embroidery_n
shade,verb,1393-,5,"transitive. To screen from light or heat, to…",conversion,,,In current use,,,https://doi.org/10.1093/OED/8520321100,http://www.oed.com/dictionary/shade_v1
striker,noun,1393-,5,A workman who is ‘on strike’.,derivative,,,In current use,,,https://doi.org/10.1093/OED/2778903443,http://www.oed.com/dictionary/striker_n
causal,"noun, adjective",a1398-,6,Of the nature of cause and effect.,borrowing,,,In current use,,,https://doi.org/10.1093/OED/4485351252,http://www.oed.com/dictionary/causal_n
clog,verb,a1398-,5,transitive. To fill (something) up with anything…,conversion,,,In current use,,,https://doi.org/10.1093/OED/9543872683,http://www.oed.com/dictionary/clog_v
freshness,noun,a1398-,5,The quality or condition of being fresh (in…,derivative,,,In current use,,sciences/medicine,https://doi.org/10.1093/OED/5810586836,http://www.oed.com/dictionary/freshness_n
litter,verb,a1398-,5,"To cover as with litter, to strew with objects…",conversion,,,In current use,,,https://doi.org/10.1093/OED/6760500285,http://www.oed.com/dictionary/litter_v
moderator,noun,a1398-,5,A person who acts as an arbitrator between…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/7940433708,http://www.oed.com/dictionary/moderator_n
Ostrogoth,"noun, adjective",a1398-,4,An East Goth; spec. a member of the eastern…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/3108975606,http://www.oed.com/dictionary/ostrogoth_n
peerly,adverb,a1398-1888,0,In the manner of an equal or compeer.,derivative,,humorous,Not in use,,,https://doi.org/10.1093/OED/7573506140,http://www.oed.com/dictionary/peerly_adv
rarefy,verb,a1398-,4,"transitive. To make (esp. air) thin, usually by…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/6846775833,http://www.oed.com/dictionary/rarefy_v
forked,adjective,1398-,4,Having a fork or fork-like end; shaped like a…,derivative,,,In current use,,,https://doi.org/10.1093/OED/7081937268,http://www.oed.com/dictionary/forked_adj
seminal,"adjective, noun",1398-,5,figurative. Having the properties of seed…,borrowing,,,In current use,,sciences,https://doi.org/10.1093/OED/1450853007,http://www.oed.com/dictionary/seminal_adj
courser,noun,a1400-,3,A person who uses dogs (esp. greyhounds or other…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/1477919719,http://www.oed.com/dictionary/courser_n2
engross,verb,a1400-,5,To absorb or engage the whole attention or all…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/4705068961,http://www.oed.com/dictionary/engross_v
extension,noun,a1400-,6,The action or process of widening in scope or…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/4389850210,http://www.oed.com/dictionary/extension_n
marigold,"noun, adjective",a1400-,4,A plant of the genus Calendula (family Asteraceae…,proper name,,,In current use,,sciences/life sciences/plants,https://doi.org/10.1093/OED/3347008404,http://www.oed.com/dictionary/marigold_n
mouth,verb,a1400-,5,"transitive. To articulate (a word, etc.) silently…",conversion,,,In current use,,,https://doi.org/10.1093/OED/8947164840,http://www.oed.com/dictionary/mouth_v
overlook,verb,a1400-,6,transitive. To fail to see or observe; to pass…,derivative,,,In current use,,,https://doi.org/10.1093/OED/2194027227,http://www.oed.com/dictionary/overlook_v
reason,verb,a1400-,6,To think in a connected or logical… intransitive…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/5679487283,http://www.oed.com/dictionary/reason_v
